,Round,Pick,Overall,Team,Player,Position,Year,overall_pick,pick_points
12108,4.0,2.0,1992-74,TBL,Aaron Gavey,F,1992,74,-42
12109,4.0,3.0,1992-75,SJS,Jan Caloun,F,1992,75,-43
12110,4.0,4.0,1992-76,QUE,Ian McIntyre,F,1992,76,-44
12111,4.0,5.0,1992-77,TOR,Nikolai Borschevsky,F,1992,77,-45
12112,4.0,6.0,1992-78,CGY,Robert Svehla,D,1992,78,-46
12113,4.0,7.0,1992-79,HFD,Kevin Smyth,F,1992,79,-47
12114,4.0,8.0,1992-80,BUF,Dean Melanson,D,1992,80,-48
12115,4.0,9.0,1992-81,HFD,Jason McBain,D,1992,81,-49
12116,4.0,10.0,1992-82,MTL,Louis Bernard,D,1992,82,-50
12117,4.0,11.0,1992-83,BUF,Matthew Barnaby,F,1992,83,-51
12118,4.0,12.0,1992-84,WIN,Mark Visheau,D,1992,84,-52
12119,4.0,13.0,1992-85,NYR,Chris Ferraro,F,1992,85,-53
12120,4.0,14.0,1992-86,STL,Lee J. Leslie,F,1992,86,-54
12121,4.0,15.0,1992-87,LAK,Kevin Brown,F,1992,87,-55
12122,4.0,16.0,1992-88,MNS,Jere Lehtinen,F,1992,88,-56
12123,4.0,17.0,1992-89,CHI,Andy MacIntyre,F,1992,89,-57
12124,4.0,18.0,1992-90,NJD,Vitali Tomilin,F,1992,90,-58
12125,4.0,19.0,1992-91,PIT,Todd Klassen,D,1992,91,-59
12126,4.0,20.0,1992-92,MTL,Marc Lamothe,G,1992,92,-60
12127,4.0,21.0,1992-93,VAN,Brent Tully,D,1992,93,-61
12128,4.0,22.0,1992-94,NJD,Scott McCabe,D,1992,94,-62
12129,4.0,23.0,1992-95,TOR,Mark Raiter,D,1992,95,-63
12130,4.0,24.0,1992-96,EDM,Ralph Intranuovo,F,1992,96,-64
12131,4.0,1.0,1991-67,SJS,Kerry Toporowski,D,1991,67,-35
12132,4.0,2.0,1991-68,QUE,Dave Karpa,D,1991,68,-36
12133,4.0,3.0,1991-69,TOR,Terry Chitaroni,F,1991,69,-37
12134,4.0,4.0,1991-70,NYI,Milan Hnilicka,G,1991,70,-38
12135,4.0,5.0,1991-71,CHI,Igor Kravchuk,D,1991,71,-39
12136,4.0,6.0,1991-72,BUF,Peter Ambroziak,F,1991,72,-40
12137,4.0,7.0,1991-73,MTL,Vladimir Vujtek,F,1991,73,-41
12138,4.0,8.0,1991-74,MNS,Mike Torchia,G,1991,74,-42
12139,4.0,9.0,1991-75,HFD,Jim Storm,F,1991,75,-43
12140,4.0,10.0,1991-76,DET,Mike Knuble,F,1991,76,-44
12141,4.0,11.0,1991-77,NJD,Bradley Willner,D,1991,77,-45
12142,4.0,12.0,1991-78,EDM,Mario Nobili,F,1991,78,-46
12143,4.0,13.0,1991-79,LAK,Keith Redmond,F,1991,79,-47
12144,4.0,14.0,1991-80,WSH,Justin Morrison,F,1991,80,-48
12145,4.0,15.0,1991-81,LAK,Alexei Zhitnik,D,1991,81,-49
12146,4.0,16.0,1991-82,PIT,Joe Tamminen,F,1991,82,-50
12147,4.0,17.0,1991-83,MTL,Sylvain Lapointe,D,1991,83,-51
12148,4.0,18.0,1991-84,BOS,Brad Tiley,D,1991,84,-52
12149,4.0,19.0,1991-85,CGY,Steven Magnusson,F,1991,85,-53
12150,4.0,20.0,1991-86,PHI,Aris Brimanis,D,1991,86,-54
12151,4.0,21.0,1991-87,STL,Grayden Reid,F,1991,87,-55
12152,4.0,22.0,1991-88,CHI,Zac Boyer,F,1991,88,-56
12153,4.0,1.0,1990-64,NJD,Michael Bodnarchuk,F,1990,64,-32
12154,4.0,2.0,1990-65,VAN,Darin Bader,F,1990,65,-33
12155,4.0,3.0,1990-66,DET,Stewart Malgunas,D,1990,66,-34
12156,4.0,4.0,1990-67,EDM,Joel Blain,F,1990,67,-35
12157,4.0,5.0,1990-68,PIT,Chris Tamer,D,1990,68,-36
12158,4.0,6.0,1990-69,NYR,Jeff Nielsen,F,1990,69,-37
12159,4.0,7.0,1990-70,MNS,Cal McGowan,F,1990,70,-38
12160,4.0,8.0,1990-71,MNS,Frank Kovacs,F,1990,71,-39
12161,4.0,9.0,1990-72,WSH,Randy Pearce,F,1990,72,-40
12162,4.0,10.0,1990-73,TOR,Darby Hendrickson,F,1990,73,-41
12163,4.0,11.0,1990-74,WIN,Roman Meluzin,F,1990,74,-42
12164,4.0,12.0,1990-75,WIN,Scott Levins,F,1990,75,-43
12165,4.0,13.0,1990-76,NYR,Rick Willis,F,1990,76,-44
12166,4.0,14.0,1990-77,WIN,Alexei Zhamnov,F,1990,77,-45
12167,4.0,15.0,1990-78,HFD,Chris Bright,F,1990,78,-46
12168,4.0,16.0,1990-79,CHI,Chris Tucker,F,1990,79,-47
12169,4.0,17.0,1990-80,TOR,Greg Walters,F,1990,80,-48
12170,4.0,18.0,1990-81,MTL,Gilbert Dionne,F,1990,81,-49
12171,4.0,19.0,1990-82,BUF,Brian McCarthy,F,1990,82,-50
12172,4.0,20.0,1990-83,CGY,Paul Kruse,F,1990,83,-51
12173,4.0,21.0,1990-84,BOS,Jerome Buckley,F,1990,84,-52
12174,4.0,1.0,1989-64,WIN,Mark Brownschidle,D,1989,64,-32
12175,4.0,2.0,1989-65,NYI,Brent Grieve,F,1989,65,-33
12176,4.0,3.0,1989-66,TOR,Matt Martin,D,1989,66,-34
12177,4.0,4.0,1989-67,NYR,Jim Cummins,F,1989,67,-35
12178,4.0,5.0,1989-68,QUE,Niklas Andersson,F,1989,68,-36
12179,4.0,6.0,1989-69,WIN,Allain Roy,G,1989,69,-37
12180,4.0,7.0,1989-70,CGY,Robert Reichel,F,1989,70,-38
12181,4.0,8.0,1989-71,VAN,Brett Hauer,D,1989,71,-39
12182,4.0,9.0,1989-72,PHI,Reid Simpson,F,1989,72,-40
12183,4.0,10.0,1989-73,HFD,Jim McKenzie,F,1989,73,-41
12184,4.0,11.0,1989-74,DET,Sergei Fedorov,F,1989,74,-42
12185,4.0,12.0,1989-75,MNS,Jean-Francois Quintin,F,1989,75,-43
12186,4.0,13.0,1989-76,QUE,Eric Dubois,D,1989,76,-44
12187,4.0,14.0,1989-77,BUF,Doug Macdonald,F,1989,77,-45
12188,4.0,15.0,1989-78,EDM,Josef Beranek,F,1989,78,-46
12189,4.0,16.0,1989-79,PIT,Todd Nelson,D,1989,79,-47
12190,4.0,17.0,1989-80,BOS,Jackson Penney,F,1989,80,-48
12191,4.0,18.0,1989-81,LAK,Jim Maher,D,1989,81,-49
12192,4.0,19.0,1989-82,WSH,Trent Klatt,F,1989,82,-50
12193,4.0,20.0,1989-83,MTL,Andre Racicot,G,1989,83,-51
12194,4.0,21.0,1989-84,CGY,Ryan O'Leary,F,1989,84,-52
12195,4.0,1.0,1988-64,MNS,Jeffrey Stolp,G,1988,64,-32
12196,4.0,2.0,1988-65,NJD,Matthew Ruchty,F,1988,65,-33
12197,4.0,3.0,1988-66,QUE,Darin Kimble,F,1988,66,-34
12198,4.0,4.0,1988-67,PIT,Mark Recchi,F,1988,67,-35
12199,4.0,5.0,1988-68,NYR,Tony Amonte,F,1988,68,-36
12200,4.0,6.0,1988-69,TOR,Edward Crowley,D,1988,69,-37
12201,4.0,7.0,1988-70,LAK,Rob Blake,D,1988,70,-38
12202,4.0,8.0,1988-71,CHI,Stefan Elvenas,F,1988,71,-39
12203,4.0,9.0,1988-72,STL,Jaan Luik,D,1988,72,-40
12204,4.0,10.0,1988-73,WIN,Brian Hunt,F,1988,73,-41
12205,4.0,11.0,1988-74,HFD,Dean Dyer,F,1988,74,-42
12206,4.0,12.0,1988-75,NJD,Scott Luik,F,1988,75,-43
12207,4.0,13.0,1988-76,BUF,Keith Carney,D,1988,76,-44
12208,4.0,14.0,1988-77,PHI,Scott Lagrand,G,1988,77,-45
12209,4.0,15.0,1988-78,WSH,Robert Krauss,D,1988,78,-46
12210,4.0,16.0,1988-79,NYI,Andre Brassard,D,1988,79,-47
12211,4.0,17.0,1988-80,DET,Sheldon Kennedy,F,1988,80,-48
12212,4.0,18.0,1988-81,BOS,Joe Juneau,F,1988,81,-49
12213,4.0,19.0,1988-82,EDM,Cam Brauer,D,1988,82,-50
12214,4.0,20.0,1988-83,MTL,Patric Kjellberg,F,1988,83,-51
12215,4.0,21.0,1988-84,CGY,Gary Socha,F,1988,84,-52
12216,4.0,1.0,1987-64,EDM,Peter Eriksson,F,1987,64,-32
12217,4.0,2.0,1987-65,NJD,Brian Sullivan,F,1987,65,-33
12218,4.0,3.0,1987-66,VAN,Douglas Torrel,F,1987,66,-34
12219,4.0,4.0,1987-67,BOS,Darwin McPherson,D,1987,67,-35
12220,4.0,5.0,1987-68,PIT,Risto Kurkinen,F,1987,68,-36
12221,4.0,6.0,1987-69,NYR,Mike Sullivan,F,1987,69,-37
12222,4.0,7.0,1987-70,CGY,Tim Harris,F,1987,70,-38
12223,4.0,8.0,1987-71,TOR,Joe Sacco,F,1987,71,-39
12224,4.0,9.0,1987-72,QUE,Kip Miller,F,1987,72,-40
12225,4.0,10.0,1987-73,MNS,John Weisbrod,F,1987,73,-41
12226,4.0,11.0,1987-74,DET,Mark Reimer,G,1987,74,-42
12227,4.0,12.0,1987-75,STL,Darin Smith,F,1987,75,-43
12228,4.0,13.0,1987-76,NYI,George Maneluk,G,1987,76,-44
12229,4.0,14.0,1987-77,BOS,Matt Delguidice,G,1987,77,-45
12230,4.0,15.0,1987-78,WSH,Tyler Larter,F,1987,78,-46
12231,4.0,16.0,1987-79,WIN,Donald McLennan,D,1987,79,-47
12232,4.0,17.0,1987-80,MTL,Kris Miller,D,1987,80,-48
12233,4.0,18.0,1987-81,HFD,Terry Yake,F,1987,81,-49
12234,4.0,19.0,1987-82,STL,Andrew Rymsha,D,1987,82,-50
12235,4.0,20.0,1987-83,PHI,Tomaz Eriksson,F,1987,83,-51
12236,4.0,21.0,1987-84,BUF,John Bradley,G,1987,84,-52
12237,4.0,1.0,1986-64,DET,Tim Cheveldae,G,1986,64,-32
12238,4.0,2.0,1986-65,LAK,Sylvain Couturier,F,1986,65,-33
12239,4.0,3.0,1986-66,NJD,Anders Carlsson,F,1986,66,-34
12240,4.0,4.0,1986-67,PIT,Rob Brown,F,1986,67,-35
12241,4.0,5.0,1986-68,BUF,David Baseggio,D,1986,68,-36
12242,4.0,6.0,1986-69,TOR,Kent Hulst,F,1986,69,-37
12243,4.0,7.0,1986-70,VAN,Ronnie Stern,F,1986,70,-38
12244,4.0,8.0,1986-71,WIN,Hannu Jarvenpaa,F,1986,71,-39
12245,4.0,9.0,1986-72,NYR,Mark Janssens,F,1986,72,-40
12246,4.0,10.0,1986-73,STL,Glen Featherstone,D,1986,73,-41
12247,4.0,11.0,1986-74,HFD,Brian Chapman,D,1986,74,-42
12248,4.0,12.0,1986-75,MNS,Kirk Tomlinson,F,1986,75,-43
12249,4.0,13.0,1986-76,BOS,Dean Hall,F,1986,76,-44
12250,4.0,14.0,1986-77,CHI,Frantisek Kucera,D,1986,77,-45
12251,4.0,15.0,1986-78,MTL,Brent Bobyck,F,1986,78,-46
12252,4.0,16.0,1986-79,CGY,Tom Quinlan,F,1986,79,-47
12253,4.0,17.0,1986-80,NYI,Shawn Byram,F,1986,80,-48
12254,4.0,18.0,1986-81,QUE,Ron Tugnutt,G,1986,81,-49
12255,4.0,19.0,1986-82,WSH,Erin Ginnell,F,1986,82,-50
12256,4.0,20.0,1986-83,PHI,Mark Bar,D,1986,83,-51
12257,4.0,21.0,1986-84,EDM,Dan Currie,F,1986,84,-52
12258,4.0,1.0,1985-64,TOR,Greg Vey,F,1985,64,-32
12259,4.0,2.0,1985-65,QUE,Peter Massey,F,1985,65,-33
12260,4.0,3.0,1985-66,NJD,Greg Polak,F,1985,66,-34
12261,4.0,4.0,1985-67,VAN,Randy Siska,F,1985,67,-35
12262,4.0,5.0,1985-68,HFD,Gary Callaghan,F,1985,68,-36
12263,4.0,6.0,1985-69,MNS,Mike Berger,D,1985,69,-37
12264,4.0,7.0,1985-70,NYR,Pat Janostin,D,1985,70,-38
12265,4.0,8.0,1985-71,DET,Mark Gowans,G,1985,71,-39
12266,4.0,9.0,1985-72,LAK,Perry Florio,D,1985,72,-40
12267,4.0,10.0,1985-73,BOS,Jamie Kelly,F,1985,73,-41
12268,4.0,11.0,1985-74,CHI,Dan Vincelette,F,1985,74,-42
12269,4.0,12.0,1985-75,MTL,Martin Desjardins,F,1985,75,-43
12270,4.0,13.0,1985-76,NYI,Kevin Herom,F,1985,76,-44
12271,4.0,14.0,1985-77,BUF,Dave Moylan,D,1985,77,-45
12272,4.0,15.0,1985-78,QUE,David Espe,D,1985,78,-46
12273,4.0,16.0,1985-79,MTL,Brent Gilchrist,F,1985,79,-47
12274,4.0,17.0,1985-80,CGY,Roger Johansson,D,1985,80,-48
12275,4.0,18.0,1985-81,WIN,Fredrik Olausson,D,1985,81,-49
12276,4.0,19.0,1985-82,WSH,Bill Houlder,D,1985,82,-50
12277,4.0,20.0,1985-83,WSH,Larry Shaw,D,1985,83,-51
12278,4.0,21.0,1985-84,PHI,Paul Marshall,D,1985,84,-52
12279,4.0,1.0,1984-64,PIT,Mark Teevens,F,1984,64,-32
12280,4.0,2.0,1984-65,MTL,Lee Brodeur,F,1984,65,-33
12281,4.0,3.0,1984-66,CHI,Tommy Eriksson,F,1984,66,-34
12282,4.0,4.0,1984-67,TOR,Jeff Reese,G,1984,67,-35
12283,4.0,5.0,1984-68,WIN,Chris Mills,D,1984,68,-36
12284,4.0,6.0,1984-69,LAK,Thomas Glavine,F,1984,69,-37
12285,4.0,7.0,1984-70,NYI,Doug Wieck,F,1984,70,-38
12286,4.0,8.0,1984-71,STL,Graham Herring,D,1984,71,-39
12287,4.0,9.0,1984-72,WIN,Sean Clement,D,1984,72,-40
12288,4.0,10.0,1984-73,VAN,Brian Bertuzzi,D,1984,73,-41
12289,4.0,11.0,1984-74,NJD,Paul Ysebaert,F,1984,74,-42
12290,4.0,12.0,1984-75,CGY,Peter Rosol,F,1984,75,-43
12291,4.0,13.0,1984-76,MNS,Miroslav Maly,D,1984,76,-44
12292,4.0,14.0,1984-77,NYR,Paul Broten,F,1984,77,-45
12293,4.0,15.0,1984-78,QUE,Terry Perkins,F,1984,78,-46
12294,4.0,16.0,1984-79,PHI,David Hanson,F,1984,79,-47
12295,4.0,17.0,1984-80,WSH,Kris King,F,1984,80,-48
12296,4.0,18.0,1984-81,BUF,Bob Halkidis,D,1984,81,-49
12297,4.0,19.0,1984-82,BOS,Robert Joyce,F,1984,82,-50
12298,4.0,20.0,1984-83,NYI,Ari Haanpaa,F,1984,83,-51
12299,4.0,21.0,1984-84,EDM,Richard Novak,F,1984,84,-52
12300,4.0,1.0,1983-63,PIT,Frank Pietrangelo,G,1983,63,-31
12301,4.0,2.0,1983-64,HFD,Dave MacLean,F,1983,64,-32
12302,4.0,3.0,1983-65,NYI,Mikko Makela,F,1983,65,-33
12303,4.0,4.0,1983-66,CGY,John Bekkers,F,1983,66,-34
12304,4.0,5.0,1983-67,LAK,Guy Benoit,F,1983,67,-35
12305,4.0,6.0,1983-68,DET,David Korol,D,1983,68,-36
12306,4.0,7.0,1983-69,WIN,Bob Essensa,G,1983,69,-37
12307,4.0,8.0,1983-70,VAN,Tim Lorenz,F,1983,70,-38
12308,4.0,9.0,1983-71,CGY,Kevan Guy,D,1983,71,-39
12309,4.0,10.0,1983-72,HFD,Ron Chyzowski,F,1983,72,-40
12310,4.0,11.0,1983-73,NYR,Peter Andersson,D,1983,73,-41
12311,4.0,12.0,1983-74,BUF,Daren Puppa,G,1983,74,-42
12312,4.0,13.0,1983-75,WSH,Timothy Bergland,F,1983,75,-43
12313,4.0,14.0,1983-76,MNS,Brian Durand,F,1983,76,-44
12314,4.0,15.0,1983-77,CGY,William Claviter,F,1983,77,-45
12315,4.0,16.0,1983-78,MTL,John Kordic,F,1983,78,-46
12316,4.0,17.0,1983-79,CHI,Tarek Howard,D,1983,79,-47
12317,4.0,18.0,1983-80,EDM,Esa Tikkanen,F,1983,80,-48
12318,4.0,19.0,1983-81,PHI,Allan Bourbeau,F,1983,81,-49
12319,4.0,20.0,1983-82,BOS,Alain LaRochelle,G,1983,82,-50
12320,4.0,1.0,1982-64,LAK,Dave Gans,F,1982,64,-32
12321,4.0,2.0,1982-65,CGY,Dave Meszaros,G,1982,65,-33
12322,4.0,3.0,1982-66,DET,Craig Coxe,F,1982,66,-34
12323,4.0,4.0,1982-67,HFD,Ulf Samuelsson,D,1982,67,-35
12324,4.0,5.0,1982-68,BUF,Timo Jutila,D,1982,68,-36
12325,4.0,6.0,1982-69,MTL,John Devoe,F,1982,69,-37
12326,4.0,7.0,1982-70,CHI,William Watson,F,1982,70,-38
12327,4.0,8.0,1982-71,VAN,Shawn Kilroy,G,1982,71,-39
12328,4.0,9.0,1982-72,CGY,Mark Lamb,F,1982,72,-40
12329,4.0,10.0,1982-73,TOR,Vladimir Ruzicka,F,1982,73,-41
12330,4.0,11.0,1982-74,WIN,Tom Martin,F,1982,74,-42
12331,4.0,12.0,1982-75,WIN,Dave Ellett,D,1982,75,-43
12332,4.0,13.0,1982-76,QUE,Jiri Lala,F,1982,76,-44
12333,4.0,14.0,1982-77,PHI,Mikael Hjalm,F,1982,77,-45
12334,4.0,15.0,1982-78,NYR,Chris Jensen,F,1982,78,-46
12335,4.0,16.0,1982-79,BUF,Jeff Hamilton,F,1982,79,-47
12336,4.0,17.0,1982-80,MNS,Bob Rouse,D,1982,80,-48
12337,4.0,18.0,1982-81,MNS,Dusan Pasek,F,1982,81,-49
12338,4.0,19.0,1982-82,LAK,David Ross,G,1982,82,-50
12339,4.0,20.0,1982-83,EDM,Jaroslav Pouzar,F,1982,83,-51
12340,4.0,21.0,1982-84,NYI,Alan Kerr,F,1982,84,-52
12341,4.0,1.0,1981-64,WIN,Kirk McCaskill,F,1981,64,-32
12342,4.0,2.0,1981-65,PHI,David Michayluk,F,1981,65,-33
12343,4.0,3.0,1981-66,CLR,Gus Greco,F,1981,66,-34
12344,4.0,4.0,1981-67,HFD,Mike Hoffman,F,1981,67,-35
12345,4.0,5.0,1981-68,WSH,Tony Kellin,D,1981,68,-36
12346,4.0,6.0,1981-69,MNS,Terry Tait,F,1981,69,-37
12347,4.0,7.0,1981-70,PIT,Norm Schmidt,D,1981,70,-38
12348,4.0,8.0,1981-71,EDM,Paul Houck,F,1981,71,-39
12349,4.0,9.0,1981-72,NYR,John Vanbiesbrouck,G,1981,72,-40
12350,4.0,10.0,1981-73,VAN,Wendell Young,G,1981,73,-41
12351,4.0,11.0,1981-74,QUE,Clint Malarchuk,G,1981,74,-42
12352,4.0,12.0,1981-75,CHI,Perry Pelensky,F,1981,75,-43
12353,4.0,13.0,1981-76,MNS,James Malwitz,F,1981,76,-44
12354,4.0,14.0,1981-77,BOS,Daniel McLellan,F,1981,77,-45
12355,4.0,15.0,1981-78,CGY,Peter Madach,F,1981,78,-46
12356,4.0,16.0,1981-79,PHI,Kenneth Latta,F,1981,79,-47
12357,4.0,17.0,1981-80,BUF,Jeff Eatough,F,1981,80,-48
12358,4.0,18.0,1981-81,LAK,Marty Dallman,F,1981,81,-49
12359,4.0,19.0,1981-82,MTL,Kjell Dahlin,F,1981,82,-50
12360,4.0,20.0,1981-83,BUF,Anders Wikberg,F,1981,83,-51
12361,4.0,21.0,1981-84,NYI,Todd Lumbard,G,1981,84,-52
12362,4.0,1.0,1980-64,CLR,Richard Laferriere,G,1980,64,-32
12363,4.0,2.0,1980-65,WIN,Guy Fournier,F,1980,65,-33
12364,4.0,3.0,1980-66,QUE,Jay Miller,F,1980,66,-34
12365,4.0,4.0,1980-67,CHI,Carey Wilson,F,1980,67,-35
12366,4.0,5.0,1980-68,NYI,Monty Trottier,F,1980,68,-36
12367,4.0,6.0,1980-69,EDM,Jari Kurri,F,1980,69,-37
12368,4.0,7.0,1980-70,VAN,Marc Crawford,F,1980,70,-38
12369,4.0,8.0,1980-71,HFD,Kevin McClelland,F,1980,71,-39
12370,4.0,9.0,1980-72,PIT,Tony Feltrin,D,1980,72,-40
12371,4.0,10.0,1980-73,LAK,Bernie Nicholls,F,1980,73,-41
12372,4.0,11.0,1980-74,TOR,Stew Gavin,F,1980,74,-42
12373,4.0,12.0,1980-75,STL,Bob Brooke,F,1980,75,-43
12374,4.0,13.0,1980-76,CGY,Marc Roy,F,1980,76,-44
12375,4.0,14.0,1980-77,NYR,Kurt Kleinendorst,F,1980,77,-45
12376,4.0,15.0,1980-78,CHI,Brian Shaw,F,1980,78,-46
12377,4.0,16.0,1980-79,MNS,Mark Huglen,D,1980,79,-47
12378,4.0,17.0,1980-80,NYI,Greg Gilbert,F,1980,80,-48
12379,4.0,18.0,1980-81,BOS,Steve Kasper,F,1980,81,-49
12380,4.0,19.0,1980-82,MTL,Jeffrey Teal,F,1980,82,-50
12381,4.0,20.0,1980-83,BUF,Jim Wiemer,D,1980,83,-51
12382,4.0,21.0,1980-84,PHI,Taras Zytynsky,D,1980,84,-52
12383,4.0,1.0,1979-64,CLR,Steve Peters,F,1979,64,-32
12384,4.0,2.0,1979-65,STL,Bob Crawford,F,1979,65,-33
12385,4.0,3.0,1979-66,DET,John Ogrodnick,F,1979,66,-34
12386,4.0,4.0,1979-67,WSH,Harvie Pocza,F,1979,67,-35
12387,4.0,5.0,1979-68,VAN,Arthur Rutland,F,1979,68,-36
12388,4.0,6.0,1979-69,EDM,Glenn Anderson,F,1979,69,-37
12389,4.0,7.0,1979-70,CHI,Louis Begin,F,1979,70,-38
12390,4.0,8.0,1979-71,LAK,John Gibson,F,1979,71,-39
12391,4.0,9.0,1979-72,TOR,Vincent Tremblay,G,1979,72,-40
12392,4.0,10.0,1979-73,PIT,Brian Cross,D,1979,73,-41
12393,4.0,11.0,1979-74,BUF,Gilles Hamel,F,1979,74,-42
12394,4.0,12.0,1979-75,AFM,Jim Peplinski,F,1979,75,-43
12395,4.0,13.0,1979-76,NYR,Pat Conacher,F,1979,76,-44
12396,4.0,14.0,1979-77,PHI,Don Gillen,F,1979,77,-45
12397,4.0,15.0,1979-78,BOS,Larry Melnyk,D,1979,78,-46
12398,4.0,16.0,1979-79,MTL,David Orleski,D,1979,79,-47
12399,4.0,17.0,1979-80,NYI,Tim Lockridge,D,1979,80,-48
12400,4.0,18.0,1979-81,HFD,Ray Neufeld,F,1979,81,-49
12401,4.0,19.0,1979-82,WIN,Pat Daley,F,1979,82,-50
12402,4.0,20.0,1979-83,QUE,Anton Stastny,F,1979,83,-51
12403,4.0,21.0,1979-84,EDM,Maxwell Kostovich,F,1979,84,-52
12404,4.0,1.0,1978-54,MNS,Curt Giles,D,1978,54,-22
12405,4.0,2.0,1978-55,WSH,Bengt-Ake Gustafsson,F,1978,55,-23
12406,4.0,3.0,1978-56,VAN,Harald Lückner,F,1978,56,-24
12407,4.0,4.0,1978-57,VAN,Brad Smith,F,1978,57,-25
12408,4.0,5.0,1978-58,CLR,David Watson,F,1978,58,-26
12409,4.0,6.0,1978-59,NYR,Dave Silk,F,1978,59,-27
12410,4.0,7.0,1978-60,NYR,Andre Dore,D,1978,60,-28
12411,4.0,8.0,1978-61,PIT,Shane Pearsall,F,1978,61,-29
12412,4.0,9.0,1978-62,DET,Bjorn Skaare,F,1978,62,-30
12413,4.0,10.0,1978-63,CHI,Brian Young,D,1978,63,-31
12414,4.0,11.0,1978-64,AFM,Jim Macrae,F,1978,64,-32
12415,4.0,12.0,1978-65,TOR,Robert Parent,G,1978,65,-33
12416,4.0,13.0,1978-66,BUF,Mike Gazdic,D,1978,66,-34
12417,4.0,14.0,1978-67,PHI,Russ Wilderman,F,1978,67,-35
12418,4.0,15.0,1978-68,BOS,George Buat,F,1978,68,-36
12419,4.0,16.0,1978-69,MTL,Kevin Reeves,F,1978,69,-37
12420,4.0,1.0,1977-55,DET,John Hilworth,D,1977,55,-23
12421,4.0,2.0,1977-56,VAN,Dave Morrow,D,1977,56,-24
12422,4.0,3.0,1977-57,WSH,Nelson Burton,F,1977,57,-25
12423,4.0,4.0,1977-58,VAN,Murray Bannerman,G,1977,58,-26
12424,4.0,5.0,1977-59,CBN,John Baby,D,1977,59,-27
12425,4.0,6.0,1977-60,CHI,Randy Ireland,G,1977,60,-28
12426,4.0,7.0,1977-61,MNS,Kevin McCloskey,D,1977,61,-29
12427,4.0,8.0,1977-62,NYR,Mario Marois,D,1977,62,-30
12428,4.0,9.0,1977-63,STL,Tony Currie,F,1977,63,-31
12429,4.0,10.0,1977-64,MTL,Rob Holland,G,1977,64,-32
12430,4.0,11.0,1977-65,TOR,Dan Eastman,F,1977,65,-33
12431,4.0,12.0,1977-66,PIT,Mark Johnson,F,1977,66,-34
12432,4.0,13.0,1977-67,PHI,Yves Guillemette,G,1977,67,-35
12433,4.0,14.0,1977-68,BUF,Bill Stewart,D,1977,68,-36
12434,4.0,15.0,1977-69,NYI,Steve Stoyanovich,F,1977,69,-37
12435,4.0,16.0,1977-70,BOS,Brian McGregor,F,1977,70,-38
12436,4.0,17.0,1977-71,PHI,Rene Hamelin,F,1977,71,-39
12437,4.0,18.0,1977-72,AFM,Jim Craig,G,1977,72,-40
12438,4.0,1.0,1976-55,WSH,Al Glendenning,D,1976,55,-23
12439,4.0,2.0,1976-56,STL,Mike Liut,G,1976,56,-24
12440,4.0,3.0,1976-57,MNS,Mike Fedorko,D,1976,57,-25
12441,4.0,4.0,1976-58,DET,Kevin Schamehorn,F,1976,58,-26
12442,4.0,5.0,1976-59,CSE,Warren Young,F,1976,59,-27
12443,4.0,6.0,1976-60,NYR,Claude Periard,F,1976,60,-28
12444,4.0,7.0,1976-61,STL,Paul Skidmore,G,1976,61,-29
12445,4.0,8.0,1976-62,VAN,Elmer Ray,F,1976,62,-30
12446,4.0,9.0,1976-63,CHI,Dave Debol,F,1976,63,-31
12447,4.0,10.0,1976-64,AFM,Kent Nilsson,F,1976,64,-32
12448,4.0,11.0,1976-65,PIT,Greg Redquest,G,1976,65,-33
12449,4.0,12.0,1976-66,TOR,Tim Williams,D,1976,66,-34
12450,4.0,13.0,1976-67,LAK,Bob Mears,G,1976,67,-35
12451,4.0,14.0,1976-68,NYI,Ken Morrow,D,1976,68,-36
12452,4.0,15.0,1976-69,BUF,Henry Maze,F,1976,69,-37
12453,4.0,16.0,1976-70,BOS,Bob Miller,F,1976,70,-38
12454,4.0,17.0,1976-71,PHI,Dave Hynek,F,1976,71,-39
12455,4.0,18.0,1976-72,MTL,Ed Clarey,F,1976,72,-40
12456,4.0,1.0,1975-55,WSH,Blair MacKasey,D,1975,55,-23
12457,4.0,2.0,1975-56,KCS,Ron Delorme,F,1975,56,-24
12458,4.0,3.0,1975-57,CSE,Greg Smith,D,1975,57,-25
12459,4.0,4.0,1975-58,MNS,Steve Jensen,F,1975,58,-26
12460,4.0,5.0,1975-59,DET,Mike Wirachowsky,D,1975,59,-27
12461,4.0,6.0,1975-60,BOS,Rick Adduono,F,1975,60,-28
12462,4.0,7.0,1975-61,CHI,Pierre Giroux,F,1975,61,-29
12463,4.0,8.0,1975-62,AFM,Dale Ross,F,1975,62,-30
12464,4.0,9.0,1975-63,STL,Rick Bourbonnais,F,1975,63,-31
12465,4.0,10.0,1975-64,VAN,Glen Richardson,F,1975,64,-32
12466,4.0,11.0,1975-65,NYI,Andre Lepage,G,1975,65,-33
12467,4.0,12.0,1975-66,NYR,Bill Cheropita,G,1975,66,-34
12468,4.0,13.0,1975-67,PIT,Stu Younger,F,1975,67,-35
12469,4.0,14.0,1975-68,BOS,Denis Daigle,F,1975,68,-36
12470,4.0,15.0,1975-69,LAK,Andre Leduc,D,1975,69,-37
12471,4.0,16.0,1975-70,MTL,Dave Gorman,F,1975,70,-38
